symbol,name,marketCap,exchange,sector,industry,yahooFinanceSymbol
SIGMA,Sigma Solve Limited,23433,NSE,,,SIGMA.NS
PIONDIST,Pioneer Distilleries Limited,23235,NSE,Consumer Defensive,Beverages—Wineries & Distilleries,PIONDIST.NS
RNAVAL,Reliance Naval and Engineering Limited,23234,NSE,Industrials,Aerospace & Defense,RNAVAL.NS
SAKAR,Sakar Healthcare Limited,23135,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,SAKAR.NS
GULFPETRO,GP Petroleums Limited,23121,NSE,Energy,Oil & Gas Refining & Marketing,GULFPETRO.NS
INDOTECH,Indo Tech Transformers Limited,23014,NSE,Industrials,Electrical Equipment & Parts,INDOTECH.NS
INSPIRISYS,Inspirisys Solutions Limited,22918,NSE,Technology,Information Technology Services,INSPIRISYS.NS
PANSARI,Pansari Developers Limited,22855,NSE,Real Estate,Real Estate—Development,PANSARI.NS
EMAMIREAL,Emami Realty Limited,22820,NSE,Real Estate,Real Estate—Development,EMAMIREAL.NS
ANMOL,Anmol India Limited,22817,NSE,Energy,Thermal Coal,ANMOL.NS
MOLDTECH,Mold-Tek Technologies Limited,22792,NSE,Industrials,Engineering & Construction,MOLDTECH.NS
MACPOWER,Macpower CNC Machines Limited,22739,NSE,Industrials,Specialty Industrial Machinery,MACPOWER.NS
ONEPOINT,One Point One Solutions Limited,22661,NSE,Industrials,Specialty Business Services,ONEPOINT.NS
AIRAN,Airan Limited,22629,NSE,Technology,Information Technology Services,AIRAN.NS
GIRRESORTS,GIR Natureview Resorts Limited,22472,NSE,Consumer Cyclical,Resorts & Casinos,GIRRESORTS.NS
BEDMUTHA,Bedmutha Industries Limited,22278,NSE,Basic Materials,Steel,BEDMUTHA.NS
NILAINFRA,Nila Infrastructures Limited,22255,NSE,Real Estate,Real Estate—Development,NILAINFRA.NS
TEXMOPIPES,Texmo Pipes and Products Limited,22217,NSE,Industrials,Building Products & Equipment,TEXMOPIPES.NS
SORILINFRA,SORIL Infra Resources Limited,22129,NSE,Industrials,Conglomerates,SORILINFRA.NS
KANANIIND,Kanani Industries Limited,22112,NSE,Consumer Cyclical,Luxury Goods,KANANIIND.NS
GPTINFRA,GPT Infraprojects Limited,21829,NSE,Industrials,Engineering & Construction,GPTINFRA.NS
TTL,T T Limited,21735,NSE,Consumer Cyclical,Textile Manufacturing,TTL.NS
VIPULLTD,Vipul Limited,21657,NSE,Real Estate,Real Estate—Diversified,VIPULLTD.NS
MODISNME,Modison Metals Limited,21514,NSE,Industrials,Electrical Equipment & Parts,MODISNME.NS
WFL,Wonder Fibromats Limited,21301,NSE,Consumer Cyclical,101,WFL.NS
APOLSINHOT,Apollo Sindoori Hotels Limited,21273,NSE,Consumer Cyclical,Lodging,APOLSINHOT.NS
DENORA,De Nora India Limited,21248,NSE,Industrials,Electrical Equipment & Parts,DENORA.NS
STEL,Stel Holdings Limited,21205,NSE,Consumer Defensive,Farm Products,STEL.NS
SMSLIFE,SMS Lifesciences India Limited,21140,NSE,Healthcare,Biotechnology,SMSLIFE.NS
SPMLINFRA,SPML Infra Limited,21111,NSE,Industrials,Engineering & Construction,SPMLINFRA.NS
IVC,IL&FS Investment Managers Limited,21040,NSE,Financial Services,Financial Conglomerates,IVC.NS
ANSALAPI,Ansal Properties & Infrastructure Limited,21014,NSE,Real Estate,Real Estate—Development,ANSALAPI.NS
RPPL,Rajshree Polypack Limited,20996,NSE,Consumer Cyclical,Packaging & Containers,RPPL.NS
PILITA,PIL ITALICA LIFESTYLE LIMITED,20680,NSE,Consumer Cyclical,182,PILITA.NS
BEWLTD,BEW Engineering Limited,20632,NSE,,,BEWLTD.NS
SHIGAN,Shigan Quantum Technologies Limited,20606,NSE,,,SHIGAN.NS
FSC,Future Supply Chain Solutions Limited,20581,NSE,Industrials,Integrated Freight & Logistics,FSC.NS
MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,20501,NSE,,,MADHAVBAUG.NS
REVATHI,Revathi Equipment Limited,20499,NSE,Industrials,Farm & Heavy Construction Machinery,REVATHI.NS
AUTOIND,Autoline Industries Limited,20462,NSE,Consumer Cyclical,Auto Parts,AUTOIND.NS
RAJTV,Raj Television Network Limited,20324,NSE,Communication Services,Broadcasting,RAJTV.NS
OSIAHYPER,Osia Hyper Retail Limited,20271,NSE,,,OSIAHYPER.NS
BRFL,Bombay Rayon Fashions Limited,20160,NSE,Consumer Cyclical,Textile Manufacturing,BRFL.NS
LOVABLE,Lovable Lingerie Limited,20150,NSE,Consumer Cyclical,Apparel Manufacturing,LOVABLE.NS
CAREERP,Career Point Limited,20103,NSE,Industrials,Conglomerates,CAREERP.NS
TEMBO,Tembo Global Industries Limited,19966,NSE,Industrials,Metal Fabrication,TEMBO.NS
ASTRON,Astron Paper & Board Mill Limited,19879,NSE,Basic Materials,Paper & Paper Products,ASTRON.NS
SHAHALLOYS,Shah Alloys Limited,19847,NSE,Basic Materials,Steel,SHAHALLOYS.NS
INDTERRAIN,Indian Terrain Fashions Limited,19827,NSE,Consumer Cyclical,Apparel Manufacturing,INDTERRAIN.NS
COMPINFO,Compuage Infocom Limited,19818,NSE,Technology,Electronics & Computer Distribution,COMPINFO.NS
ELGIRUBCO,Elgi Rubber Company Limited,19795,NSE,Consumer Cyclical,Auto Parts,ELGIRUBCO.NS
PONNIERODE,Ponni Sugars (Erode) Limited,19789,NSE,Consumer Defensive,Confectioners,PONNIERODE.NS
ALPHAGEO,Alphageo (India) Limited,19702,NSE,Energy,Oil & Gas Equipment & Services,ALPHAGEO.NS
PAR,Par Drugs And Chemicals Limited,19657,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,PAR.NS
MAZDA,Mazda Limited,19629,NSE,Industrials,Specialty Industrial Machinery,MAZDA.NS
GSS,GSS Infotech Limited,19562,NSE,Technology,Information Technology Services,GSS.NS
IRIS,Iris Business Services Limited,19362,NSE,Technology,Software—Application,IRIS.NS
VIPCLOTHNG,VIP Clothing Limited,19328,NSE,Consumer Cyclical,Apparel Manufacturing,VIPCLOTHNG.NS
RUCHINFRA,Ruchi Infrastructure Limited,19293,NSE,Industrials,Specialty Business Services,RUCHINFRA.NS
WALCHANNAG,Walchandnagar Industries Limited,19149,NSE,Industrials,Engineering & Construction,WALCHANNAG.NS
PASHUPATI,Pashupati Cotspin Limited,19013,NSE,,,PASHUPATI.NS
CAPTRUST,Capital Trust Limited,18971,NSE,Financial Services,Credit Services,CAPTRUST.NS
ALANKIT,Alankit Limited,18942,NSE,Technology,Information Technology Services,ALANKIT.NS
SPLIL,SPL Industries Limited,18908,NSE,Consumer Cyclical,Apparel Manufacturing,SPLIL.NS
PARACABLES,Paramount Communications Limited,18836,NSE,Technology,Communication Equipment,PARACABLES.NS
INTENTECH,Intense Technologies Limited,18707,NSE,Technology,Software—Infrastructure,INTENTECH.NS
RHFL,Reliance Home Finance Limited,18655,NSE,Financial Services,Mortgage Finance,RHFL.NS
GRPLTD,GRP Limited,18597,NSE,Consumer Cyclical,Auto Parts,GRPLTD.NS
SETCO,Setco Automotive Limited,18527,NSE,Consumer Cyclical,Auto Parts,SETCO.NS
TPLPLASTEH,TPL Plastech Limited,18323,NSE,,,TPLPLASTEH.NS
IITL,Industrial Investment Trust Limited,18237,NSE,Financial Services,Credit Services,IITL.NS
MAANALU,Maan Aluminium Limited,18227,NSE,Basic Materials,Aluminum,MAANALU.NS
KERNEX,Kernex Microsystems (India) Limited,18168,NSE,Technology,Software—Application,KERNEX.NS
EIMCOELECO,Eimco Elecon (India) Limited,18035,NSE,Industrials,Farm & Heavy Construction Machinery,EIMCOELECO.NS
BROOKS,Brooks Laboratories Limited,18008,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,BROOKS.NS
SUPERHOUSE,Superhouse Limited,17965,NSE,Consumer Cyclical,Footwear & Accessories,SUPERHOUSE.NS
VISASTEEL,Visa Steel Limited,17774,NSE,Basic Materials,Steel,VISASTEEL.NS
ARIES,Aries Agro Limited,17738,NSE,Basic Materials,Agricultural Inputs,ARIES.NS
SUNDARAM,Sundaram Multi Pap Limited,17533,NSE,Basic Materials,Paper & Paper Products,SUNDARAM.NS
AJRINFRA,AJR INFRA AND TOLLING LIMITED,17424,NSE,Industrials,Infrastructure Operations,AJRINFRA.NS
COMPUSOFT,Compucom Software Limited,17408,NSE,Consumer Defensive,Education & Training Services,COMPUSOFT.NS
KECL,Kirloskar Electric Company Limited,17400,NSE,Industrials,Specialty Industrial Machinery,KECL.NS
VETO,Veto Switchgears And Cables Limited,17395,NSE,Industrials,Electrical Equipment & Parts,VETO.NS
E2E,E2E Networks Limited,17370,NSE,Technology,Software—Infrastructure,E2E.NS
GTL,GTL Limited,17303,NSE,Communication Services,Telecom Services,GTL.NS
MODIRUBBER,Modi Rubber Limited,17290,NSE,Real Estate,Real Estate Services,MODIRUBBER.NS
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,17250,NSE,Basic Materials,Building Materials,KAKATCEM.NS
JOCIL,Jocil Limited,17158,NSE,Basic Materials,Specialty Chemicals,JOCIL.NS
AARVI,Aarvi Encon Limited,17135,NSE,Industrials,Staffing & Employment Services,AARVI.NS
MANAKCOAT,Manaksia Coated Metals & Industries Limited,17039,NSE,Industrials,Metal Fabrication,MANAKCOAT.NS
INDIANCARD,Indian Card Clothing Company Limited,17015,NSE,Consumer Cyclical,Textile Manufacturing,INDIANCARD.NS
LASA,Lasa Supergenerics Limited,17001,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,LASA.NS
A2ZINFRA,A2Z Infra Engineering Limited,16996,NSE,Industrials,Engineering & Construction,A2ZINFRA.NS
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,16891,NSE,Consumer Defensive,Farm Products,UNITEDTEA.NS
PAVNAIND,Pavna Industries Limited,16782,NSE,,,PAVNAIND.NS
SERVOTECH,Servotech Power Systems Limited,16745,NSE,,,SERVOTECH.NS
DEEPENR,DEEP ENERGY RESOURCES LIMITED,16736,NSE,Energy,Oil & Gas Equipment & Services,DEEPENR.NS
HINDNATGLS,Hindusthan National Glass & Industries Limited,16657,NSE,Consumer Cyclical,Packaging & Containers,HINDNATGLS.NS
IL&FSTRANS,IL&FS Transportation Networks Limited,16612,NSE,Industrials,Infrastructure Operations,IL&FSTRANS.NS
SHREYANIND,Shreyans Industries Limited,16486,NSE,Basic Materials,Paper & Paper Products,SHREYANIND.NS
KAMATHOTEL,Kamat Hotels (I) Limited,16473,NSE,Consumer Cyclical,Lodging,KAMATHOTEL.NS
NITCO,Nitco Limited,16456,NSE,Industrials,Building Products & Equipment,NITCO.NS
GOLDENTOBC,Golden Tobacco Limited,16403,NSE,Consumer Defensive,Tobacco,GOLDENTOBC.NS
NECCLTD,North Eastern Carrying Corporation Limited,16314,NSE,Industrials,Trucking,NECCLTD.NS
AKSHOPTFBR,Aksh Optifibre Limited,16270,NSE,Technology,Communication Equipment,AKSHOPTFBR.NS
SUVIDHAA,Suvidhaa Infoserve Limited,16263,NSE,Technology,Information Technology Services,SUVIDHAA.NS
MANGALAM,Mangalam Drugs And Organics Limited,16208,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,MANGALAM.NS
WORTH,Worth Peripherals Limited,16200,NSE,Consumer Cyclical,Packaging & Containers,WORTH.NS
SKMEGGPROD,SKM Egg Products Export (India) Limited,16114,NSE,Consumer Defensive,Packaged Foods,SKMEGGPROD.NS
RANEENGINE,Rane Engine Valve Limited,16089,NSE,Consumer Cyclical,Auto Parts,RANEENGINE.NS
BALPHARMA,Bal Pharma Limited,15993,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,BALPHARMA.NS
SAKHTISUG,Sakthi Sugars Limited,15985,NSE,Consumer Defensive,Confectioners,SAKHTISUG.NS
PREMIERPOL,Premier Polyfilm Limited,15984,NSE,Basic Materials,Specialty Chemicals,PREMIERPOL.NS
ATLANTA,Atlanta  Limited,15893,NSE,Industrials,Infrastructure Operations,ATLANTA.NS
JAINAM,Jainam Ferro Alloys (I) Limited,15858,NSE,,,JAINAM.NS
NILASPACES,Nila Spaces Limited,15756,NSE,Real Estate,Real Estate—Development,NILASPACES.NS
MANAKALUCO,Manaksia Aluminium Company Limited,15695,NSE,Basic Materials,Aluminum,MANAKALUCO.NS
IVP,IVP Limited,15670,NSE,Basic Materials,Specialty Chemicals,IVP.NS
ASIANHOTNR,Asian Hotels (North) Limited,15660,NSE,Consumer Cyclical,Lodging,ASIANHOTNR.NS
ESSARSHPNG,Essar Shipping Limited,15523,NSE,Industrials,Marine Shipping,ESSARSHPNG.NS
DCM,DCM  Limited,15484,NSE,Industrials,Metal Fabrication,DCM.NS
INDOWIND,Indowind Energy Limited,15480,NSE,Utilities,Utilities—Renewable,INDOWIND.NS
LAGNAM,Lagnam Spintex Limited,15443,NSE,Consumer Cyclical,Textile Manufacturing,LAGNAM.NS
3RDROCK,3rd Rock Multimedia Limited,15316,NSE,Industrials,Specialty Business Services,3RDROCK.NS
EMMBI,Emmbi Industries Limited,15276,NSE,Consumer Cyclical,Packaging & Containers,EMMBI.NS
ICEMAKE,Ice Make Refrigeration Limited,15246,NSE,Industrials,Specialty Industrial Machinery,ICEMAKE.NS
RPPINFRA,R.P.P. Infra Projects Limited,15172,NSE,Industrials,Engineering & Construction,RPPINFRA.NS
CORALFINAC,Coral India Finance & Housing Limited,15154,NSE,Real Estate,Real Estate Services,CORALFINAC.NS
SHRENIK,Shrenik Limited,14994,NSE,Basic Materials,Paper & Paper Products,SHRENIK.NS
JMA,Jullundur Motor Agency (Delhi) Limited,14881,NSE,Consumer Cyclical,Auto Parts,JMA.NS
BALLARPUR,Ballarpur Industries Limited,14875,NSE,Basic Materials,Paper & Paper Products,BALLARPUR.NS
BYKE,The Byke Hospitality Ltd,14796,NSE,Consumer Cyclical,Lodging,BYKE.NS
TRF,TRF Limited,14790,NSE,Industrials,Specialty Industrial Machinery,TRF.NS
ARROWGREEN,Arrow Greentech Limited,14743,NSE,Consumer Cyclical,Packaging & Containers,ARROWGREEN.NS
BHARATGEAR,Bharat Gears Limited,14710,NSE,Consumer Cyclical,Auto Parts,BHARATGEAR.NS
ALPA,Alpa Laboratories Limited,14665,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,ALPA.NS
PALREDTEC,Palred Technologies Limited,14648,NSE,Technology,Information Technology Services,PALREDTEC.NS
IL&FSENGG,IL&FS Engineering and Construction Company Limited,14554,NSE,Industrials,Engineering & Construction,IL&FSENGG.NS
DEVIT,Dev Information Technology Limited,14547,NSE,Technology,Information Technology Services,DEVIT.NS
ELECTHERM,Electrotherm (India) Limited,14310,NSE,Industrials,Metal Fabrication,ELECTHERM.NS
GILLANDERS,Gillanders Arbuthnot & Company Limited,14214,NSE,Industrials,Conglomerates,GILLANDERS.NS
BHAGYANGR,Bhagyanagar India Limited,14174,NSE,Basic Materials,Copper,BHAGYANGR.NS
SPECTRUM,Spectrum Electrical Industries Limited,14137,NSE,,,SPECTRUM.NS
DAMODARIND,Damodar Industries Limited,14027,NSE,Consumer Cyclical,Textile Manufacturing,DAMODARIND.NS
SURANAT&P,Surana Telecom and Power Limited,13915,NSE,Utilities,Utilities—Independent Power Producers,SURANAT&P.NS
MURUDCERA,Murudeshwar Ceramics Limited,13874,NSE,Industrials,Building Products & Equipment,MURUDCERA.NS
NOIDATOLL,Noida Toll Bridge Company Limited,13778,NSE,Industrials,Infrastructure Operations,NOIDATOLL.NS
LOKESHMACH,Lokesh Machines Limited,13754,NSE,Industrials,Specialty Industrial Machinery,LOKESHMACH.NS
PODDARHOUS,Poddar Housing and Development Limited,13701,NSE,Real Estate,Real Estate—Development,PODDARHOUS.NS
GENCON,Generic Engineering Construction and Projects Limited,13611,NSE,Industrials,Engineering & Construction,GENCON.NS
SHIVAUM,Shiv Aum Steels Limited,13600,NSE,,,SHIVAUM.NS
ASPINWALL,Aspinwall and Company Limited,13428,NSE,Consumer Defensive,Farm Products,ASPINWALL.NS
UMANGDAIRY,Umang Dairies Limited,13422,NSE,Consumer Defensive,Packaged Foods,UMANGDAIRY.NS
SUNDRMBRAK,Sundaram Brake Linings Limited,13421,NSE,Consumer Cyclical,Auto Parts,SUNDRMBRAK.NS
RVHL,Ravinder Heights Limited,13414,NSE,Real Estate,Real Estate—Development,RVHL.NS
GLOBE,Globe Textiles (India) Limited,13376,NSE,Consumer Cyclical,Textile Manufacturing,GLOBE.NS
GANGESSECU,Ganges Securities Limited,13315,NSE,Consumer Defensive,Packaged Foods,GANGESSECU.NS
JHS,JHS Svendgaard Laboratories Limited,13234,NSE,Consumer Defensive,Household & Personal Products,JHS.NS
PRITIKAUTO,Pritika Auto Industries Limited,13212,NSE,Industrials,Specialty Industrial Machinery,PRITIKAUTO.NS
ZODIAC,Zodiac Energy Limited,13170,NSE,Utilities,Diversified Utilities,ZODIAC.NS
SURYALAXMI,Suryalakshmi Cotton Mills Limited,13146,NSE,Consumer Cyclical,Textile Manufacturing,SURYALAXMI.NS
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,13131,NSE,Financial Services,Credit Services,MAHAPEXLTD.NS
INDOSOLAR,Indosolar Limited,13022,NSE,Technology,Solar,INDOSOLAR.NS
AHLADA,Ahlada Engineers Limited,12999,NSE,Industrials,Building Products & Equipment,AHLADA.NS
NDGL,Naga Dhunseri Group Limited,12900,NSE,Financial Services,Capital Markets,NDGL.NS
SMLT,Sarthak Metals Limited,12820,NSE,Industrials,Metal Fabrication,SMLT.NS
MHLXMIRU,Mahalaxmi Rubtech Limited,12739,NSE,Consumer Cyclical,Textile Manufacturing,MHLXMIRU.NS
MEGASTAR,Megastar Foods Limited,12720,NSE,Consumer Defensive,Packaged Foods,MEGASTAR.NS
AMJLAND,Amj Land Holdings Limited,12669,NSE,Real Estate,Real Estate—Development,AMJLAND.NS
PIONEEREMB,Pioneer Embroideries Limited,12640,NSE,Consumer Cyclical,Textile Manufacturing,PIONEEREMB.NS
ANKITMETAL,Ankit Metal & Power Limited,12629,NSE,Basic Materials,Steel,ANKITMETAL.NS
ARVEE,Arvee Laboratories (India) Limited,12530,NSE,Basic Materials,Specialty Chemicals,ARVEE.NS
CTE,Cambridge Technology Enterprises Limited,12240,NSE,Technology,Information Technology Services,CTE.NS
MITCON,MITCON Consultancy,12180,NSE,Industrials,Engineering & Construction,MITCON.NS
CCHHL,Country Club Hospitality & Holidays Limited,12178,NSE,Consumer Cyclical,Lodging,CCHHL.NS
VIVIMEDLAB,Vivimed Labs Limited,12023,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,VIVIMEDLAB.NS
PVP,PVP Ventures Limited,12008,NSE,Industrials,Conglomerates,PVP.NS
NIRAJ,Niraj Cement Structurals Limited,11966,NSE,Industrials,Engineering & Construction,NIRAJ.NS
VCL,Vaxtex Cotfab Limited,11796,NSE,Consumer Cyclical,Textile Manufacturing,VCL.NS
UNITEDPOLY,United Polyfab Gujarat Limited,11722,NSE,Consumer Cyclical,Textile Manufacturing,UNITEDPOLY.NS
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,11695,NSE,,,DUGLOBAL.NS
TCIDEVELOP,TCI Developers Limited,11673,NSE,Real Estate,Real Estate Services,TCIDEVELOP.NS
GROBTEA,The Grob Tea Company Limited,11645,NSE,Consumer Defensive,Farm Products,GROBTEA.NS
SBC,SBC Exports Limited,11640,NSE,Industrials,Conglomerates,SBC.NS
SALONA,Salona Cotspin Limited,11635,NSE,Consumer Cyclical,Textile Manufacturing,SALONA.NS
IMAGICAA,Imagicaaworld Entertainment Limited,11629,NSE,Communication Services,Entertainment,IMAGICAA.NS
RKEC,RKEC Projects Limited,11599,NSE,Industrials,Engineering & Construction,RKEC.NS
BLBLIMITED,BLB Limited,11577,NSE,Financial Services,Capital Markets,BLBLIMITED.NS
BSL,BSL Limited,11558,NSE,Consumer Cyclical,Textile Manufacturing,BSL.NS
PRAENG,Prajay Engineers Syndicate Limited,11435,NSE,Real Estate,Real Estate—Development,PRAENG.NS
AARON,Aaron Industries Limited,11395,NSE,Industrials,Specialty Industrial Machinery,AARON.NS
SMARTLINK,Smartlink Holdings Limited,11347,NSE,Technology,Communication Equipment,SMARTLINK.NS
DRSDILIP,DRS Dilip Roadlines Limited,11297,NSE,,,DRSDILIP.NS
SIGIND,Signet Industries Limited,11274,NSE,Basic Materials,Specialty Chemicals,SIGIND.NS
IZMO,IZMO Limited,11108,NSE,Technology,Software—Application,IZMO.NS
FIBERWEB,Fiberweb (India) Limited,11056,NSE,,,FIBERWEB.NS
LOTUSEYE,Lotus Eye Hospital and Institute Limited,11022,NSE,Healthcare,Medical Care Facilities,LOTUSEYE.NS
PALASHSECU,Palash Securities Limited,10998,NSE,Consumer Defensive,Packaged Foods,PALASHSECU.NS
BAGFILMS,B.A.G Films and Media Limited,10975,NSE,Communication Services,Broadcasting,BAGFILMS.NS
RAJSREESUG,Rajshree Sugars & Chemicals Limited,10786,NSE,Consumer Defensive,Confectioners,RAJSREESUG.NS
BHANDARI,Bhandari Hosiery Exports Limited,10770,NSE,Consumer Cyclical,Apparel Manufacturing,BHANDARI.NS
JBFIND,JBF Industries Limited,10602,NSE,Consumer Cyclical,Textile Manufacturing,JBFIND.NS
VERTOZ,Vertoz Advertising Limited,10564,NSE,Communication Services,Advertising Agencies,VERTOZ.NS
AKASH,Akash Infra-Projects Limited,10556,NSE,Industrials,Engineering & Construction,AKASH.NS
SARVESHWAR,Sarveshwar Foods Limited,10539,NSE,,,SARVESHWAR.NS
MUKTAARTS,Mukta Arts Limited,10536,NSE,Communication Services,Entertainment,MUKTAARTS.NS
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,10522,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,AAREYDRUGS.NS
ABMINTLLTD,ABM International Limited,10485,NSE,Basic Materials,Specialty Chemicals,ABMINTLLTD.NS
TIRUPATIFL,Tirupati Forge Limited,10437,NSE,Industrials,Metal Fabrication,TIRUPATIFL.NS
KAPSTON,Kapston Services Limited,10433,NSE,Industrials,Specialty Business Services,KAPSTON.NS
SURANASOL,Surana Solar Limited,10432,NSE,Technology,Solar,SURANASOL.NS
SOFTTECH,Softtech Engineers Limited,10358,NSE,Technology,Software—Application,SOFTTECH.NS
REMSONSIND,Remsons Industries Limited,10344,NSE,Consumer Cyclical,Auto Parts,REMSONSIND.NS
BHAGYAPROP,Bhagyanagar Properties Limited,10334,NSE,Real Estate,Real Estate Services,BHAGYAPROP.NS
MAHASTEEL,Mahamaya Steel Industries Limited,10332,NSE,Basic Materials,Steel,MAHASTEEL.NS
MOTOGENFIN,The Motor & General Finance Limited,10282,NSE,Real Estate,Real Estate—Diversified,MOTOGENFIN.NS
AIROLAM,Airo Lam limited,10276,NSE,Consumer Cyclical,237,AIROLAM.NS
TIL,TIL Limited,10236,NSE,Industrials,Farm & Heavy Construction Machinery,TIL.NS
SECL,Salasar Exteriors and Contour Limited,10212,NSE,,,SECL.NS
TOTAL,Total Transport Systems Limited,10186,NSE,Industrials,Integrated Freight & Logistics,TOTAL.NS
FOCE,Foce India Limited,10084,NSE,,,FOCE.NS
ENERGYDEV,Energy Development Company Limited,10070,NSE,Utilities,Utilities—Regulated Electric,ENERGYDEV.NS
AVG,AVG Logistics Limited,10009,NSE,,,AVG.NS
PARIN,Parin Furniture Limited,10006,NSE,,,PARIN.NS
TOUCHWOOD,Touchwood Entertainment Limited,9906,NSE,Communication Services,Advertising Agencies,TOUCHWOOD.NS
ROML,Raj Oil Mills Limited,9758,NSE,,,ROML.NS
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,9750,NSE,Basic Materials,Steel,INCREDIBLE.NS
WEIZMANIND,Weizmann Limited,9750,NSE,Consumer Cyclical,Textile Manufacturing,WEIZMANIND.NS
PKTEA,The Peria Karamalai Tea & Produce Company Limited,9681,NSE,Consumer Defensive,Farm Products,PKTEA.NS
PRESSMN,Pressman Advertising Limited,9651,NSE,Communication Services,Advertising Agencies,PRESSMN.NS
UNIVASTU,Univastu India Limited,9649,NSE,Industrials,Engineering & Construction,UNIVASTU.NS
WELINV,Welspun Investments and Commercials Limited,9609,NSE,Financial Services,Capital Markets,WELINV.NS
INDBANK,Indbank Merchant Banking Services Limited,9586,NSE,Financial Services,Capital Markets,INDBANK.NS
LPDC,Landmark Property Development Company Limited,9524,NSE,Real Estate,Real Estate Services,LPDC.NS
GOENKA,Goenka Diamond and Jewels Limited,9510,NSE,Consumer Cyclical,Luxury Goods,GOENKA.NS
MRO-TEK,MRO-TEK Realty Limited,9417,NSE,Technology,Communication Equipment,MRO-TEK.NS
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,9382,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,BIOFILCHEM.NS
SIMBHALS,Simbhaoli Sugars Limited,9247,NSE,Consumer Defensive,Confectioners,SIMBHALS.NS
MICEL,MIC Electronics Limited,9223,NSE,Technology,Electronic Components,MICEL.NS
SOLEX,Solex Energy Limited,9136,NSE,,,SOLEX.NS
SGL,STL Global Limited,9109,NSE,Consumer Cyclical,Textile Manufacturing,SGL.NS
OMAXAUTO,Omax Autos Limited,9072,NSE,Consumer Cyclical,Auto Parts,OMAXAUTO.NS
LAMBODHARA,Lambodhara Textiles Limited,9034,NSE,Consumer Cyclical,Textile Manufacturing,LAMBODHARA.NS
PRAKASHSTL,Prakash Steelage Limited,9013,NSE,Basic Materials,Steel,PRAKASHSTL.NS
DBSTOCKBRO,DB (International) Stock Brokers Limited,8960,NSE,Financial Services,Capital Markets,DBSTOCKBRO.NS
SEPOWER,S.E. Power Limited,8955,NSE,Basic Materials,Specialty Chemicals,SEPOWER.NS
DHRUV,Dhruv Consultancy Services Limited,8892,NSE,Industrials,Engineering & Construction,DHRUV.NS
AUSOMENT,Ausom Enterprise Limited,8862,NSE,Financial Services,Capital Markets,AUSOMENT.NS
STEELCITY,Steel City Securities Limited,8853,NSE,Financial Services,Capital Markets,STEELCITY.NS
SHIVAMILLS,Shiva Mills Limited,8828,NSE,Consumer Cyclical,Textile Manufacturing,SHIVAMILLS.NS
FOCUS,Focus Lighting and Fixtures Limited,8823,NSE,Consumer Cyclical,113,FOCUS.NS
AMDIND,AMD Industries Limited,8788,NSE,Consumer Cyclical,Packaging & Containers,AMDIND.NS
MBECL,Mcnally Bharat Engineering Company Limited,8780,NSE,Industrials,Engineering & Construction,MBECL.NS
CCCL,Consolidated Construction Consortium Limited,8767,NSE,Industrials,Engineering & Construction,CCCL.NS
KRISHIVAL,Empyrean Cashews Limited,8730,NSE,,,KRISHIVAL.NS
SVLL,Shree Vasu Logistics Limited,8714,NSE,,,SVLL.NS
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,8690,NSE,,,OSWALSEEDS.NS
SEYAIND,Seya Industries Limited,8684,NSE,Basic Materials,Specialty Chemicals,SEYAIND.NS
TOKYOPLAST,Tokyo Plast International Limited,8580,NSE,Consumer Cyclical,Packaging & Containers,TOKYOPLAST.NS
VMARCIND,V Marc India Limited,8579,NSE,,,VMARCIND.NS
ROLTA,Rolta India Limited,8543,NSE,Technology,Information Technology Services,ROLTA.NS
SALSTEEL,S.A.L. Steel Limited,8454,NSE,,,SALSTEEL.NS
BANKA,Banka BioLoo Limited,8395,NSE,Industrials,Pollution & Treatment Controls,BANKA.NS
AROGRANITE,Aro Granite Industries Limited,8346,NSE,Industrials,Building Products & Equipment,AROGRANITE.NS
UJAAS,Ujaas Energy Limited,8312,NSE,Technology,Solar,UJAAS.NS
CENTEXT,Century Extrusions Limited,8280,NSE,,,CENTEXT.NS
GANGAFORGE,Ganga Forging Limited,8159,NSE,Industrials,Metal Fabrication,GANGAFORGE.NS
SANWARIA,Sanwaria Consumer Limited,8097,NSE,Consumer Defensive,Farm Products,SANWARIA.NS
